sutra_ref	sutra_id	final_form	dhatu_root	dhatu_meaning	gana	wiki_target	chain
6.4.147	64147	कामण्डलेयः	चतुष्पादवाची	उकारान्त कमण्डलू			कामण्डलेयः। कमण्डलू+ढञ्। कमण्डलू+ढ। कामण्डलू+एय। कामण्डल्+एय। कामण्डलेय+सु। कामण्डलेयः।
6.4.148	64148	दाक्षी	दाक्षि	शब्द			दाक्षी। दाक्षि+डीप्। दाक्षि+ई। दा+ई। दाक्षी+सु। दाक्षी।
6.4.148	64148	दौलेयः	दुलि	शब्द			दौलेयः। दुलि+ढक्। दुलि+ढ। दौलि+एय। दौल्+एय। दौलेया। दौलेयः।
6.4.148	64148	कुमारी	कुमार	शब्द			कुमारी। कुमार+डीप्। कुमार+ई। कुमार+ई। कुमारी+सु। कुमारी।
6.4.148	64148	दाक्षिः	दक्ष	शब्द			दाक्षिः। दक्ष+इन्। दक्ष+इ। दाक्ष+इ। दाक्षि+सु। दाक्षिः।
6.4.149	64149	सौरी	प्रथम	सूर्य			सौरी। सूर्य+अण्। सूर्य+अ। सौर्य+अ। सौर्य ॥ सौर्य+डीम्। सौर्य+०डीप्। सौर्य+ई। सौय्+ई। सौ6+ई। सौरी+सु। सौरी।
6.4.149	64149	तैषम्	तिष्य	शब्द			तैषम्। तिष्य+अण्। तिष्य+अ। तिष्य्+अ। तैष्+अ। तैष+सु। तैषम्।
6.4.149	64149	मत्सी	मत्स्य	शब्द			मत्सी। मत्स्य+डीए। मत्स्य+ई। मत्स्य्+ई। मत्स्+ई। मत्सी+सु। मत्सी।
6.4.152	64152	गार्गीयति	प्रथम	गर्ग			गार्गीयति। गाये+क्यच्। गाये+य। गा! ई+य। गार्गई+य। गार्गीय लट्। गार्गीयति।
6.4.154	64154	करिष्ठः	डुकृञ्	करणे	तना० उ०		करिष्ठः। कृ+तृच्। कृ+तृ। कर्+तृ। कर्तृ+इष्ठन्। कर्तृ+इष्ठ। कर्+इष्ठ। करिष्ठ+सु। करिष्ठः।
6.4.154	64154	दोहीयसी	प्रथम	दुह प्रपूरणे	अदा०प०		दोहीयसी। दुह्+तृच्। दोह+तृ। दोह्+तृ+ईयसुन्। दोह+ईयस्। दोहीयस्+ङीप्। दोहीयस्+ई। दोहीयसी+सु। दोहीयसी।
6.4.155	64155	पटिष्ठ	पटु	शब्द			पटिष्ठ:। पटु+इष्ठन्। पटु+इष्ठ। पट्+इष्ठ। पटिष्ठ+सु। पटिष्ठः।
6.4.156	64156	स्थविष्ठः	स्थूल	शब्द			स्थविष्ठः। स्थूल+इष्ठन्। स्थूल+इष्ठ। स्थू०+इष्ठ। स्थो+इष्ठ। स्थव्+इष्ठ। स्थविष्ठ+सु। स्थविष्ठः।
6.4.156	64156	हसिमा	ह्रस्व	शब्द			हसिमा। ह्रस्व+इमनिच्। ह्रस्व+इमन्। ह्रस्०+इमन्। हसिमन्+सु। हसिमा।
6.4.157	64157	प्रेष्ठः	प्रिय	शब्द			प्रेष्ठः। प्रिय+इष्ठन्। प्रिय+इष्ठ। प्र+इष्ठ। प्रेष्ठ+सु। प्रेष्ठः।
6.4.163	64163	स्रजिष्ठः	प्रथम	‘स्रज्			स्रजिष्ठः। स्रज्+विनि। स्रज्+विन्। स्रग्विन्+इष्ठन्। स्रग्विन्+इष्ठ। स्रच्०+इष्ठ। स्रजिष्ठ+सु। स्रजिष्ठः।
6.4.163	64163	स्रजयति	स्रज्	शब्द			स्रजयति। स्रज् + णिच्। स्रज् + इ। स्रजि+लट्। स्रजयति।
6.4.164	64164	सांकूटिनम्	सम्-उपसर्गपूर्वक	कूट परितापे, परिदाहे इत्येके	चु०आ०		सांकूटिनम्। सम् +कूट + इनुण्। सम् +कुट+इन्। सांकूटिन्+अण्। सांकूटिन् +अ। सांकूटिन+सु। सांकूटिनम्।
6.4.167	64167	सामन	सामन्	शब्द			सामन:। सामन्+अण्। सामन्+अ। सामन+सु। सामनः।
6.4.169	64169	आत्मनीनः	आत्मन्	शब्द			आत्मनीनः। आत्मन्+ख। आत्मन्+ईन। आत्मनीन+सु। आत्मनीनः।
6.4.171	64171	ब्राह्मः	ब्रह्मन्	शब्द			ब्राह्मः। ब्रह्मन्+अण्। ब्राह्मन्+अ। ब्राह्म+सु। ब्राह्मः।
6.4.171	64171	ब्राह्मणः	ब्रह्मन्	शब्द			ब्राह्मणः। ब्रह्मन्+अण्। ब्राह्मन्+अ। ब्राह्मण+सु। ब्राह्मणः।
6.4.174	64174	दाण्डिनायनः	दण्डिन्	शब्द			दाण्डिनायनः। दण्डिन्+फक्। दण्डिन्+फ। दण्डिन्+आयन। दाण्डिनायन+सु। दाण्डिनायनः।
6.4.174	64174	आथर्वणिकः	अथर्वन्	शब्द			आथर्वणिकः। अथर्वन्+ठक्। आथर्वन्+इक। आथर्वणिक+सु। आथर्वणिकः।
6.4.174	64174	जिह्माशिनेय	जिह्माशिन्	शब्द			जिह्माशिनेय:। जिह्माशिन् +ढक्। जैह्माशिन् + एय। जैह्माशिनेय+सु। जैह्माशिनेयः।
6.4.174	64174	श्रौणहत्यम्	भ्रूणहन्	शब्द			श्रौणहत्यम्। भ्रूणहन् + ष्यञ्। भ्रूणहन्+य। भ्रौणहत्+य। श्रौणहत्य+सु। भ्रौणहत्यम्।
6.4.174	64174	सारवम्	सरयू	शब्द			सारवम्। सरयू+अण्। सारयू+अ। साऊ+अ। सार् ओ+अ। सारव+सु। सारवम्।
6.4.174	64174	ऐक्ष्वाकः	इक्ष्वाकु	शब्द जनपदशब्दात् क्षत्रियादञ्			ऐक्ष्वाकः। इक्ष्वाकु+अञ्। इक्ष्वाकु+अ। ऐक्ष्वाक्+अ। ऐक्ष्वाक+सु। ऐक्ष्वाकः
6.4.174	64174	मैत्रेयः	मित्रयु	शब्द			मैत्रेयः। मित्रयु+ढञ्। मैत्रयु+एय। मैत्र०+ एय। मैत्रेय+सु। मैत्रेयः।
6.4.174	64174	हिरण्मयः	हिरण्य	शब्द			हिरण्मयः। हिरण्य+मयट्। हिरण्य+मय। हिरण्० + मय। हिरण्मय+सु। हिरण्मयः।
