sutra_ref	sutra_id	final_form	dhatu_root	dhatu_meaning	gana	wiki_target	chain
3.1.34	31034	पताति	पत्लु	गतौ	भ्वा०प०		पताति। पत्+लेट्। पत्+आट्+त्। पत्+आ+तिप्। पत्+आ+ति। पताति।
3.1.35	31035	कासाञ्चक्रे	कासृँ	शब्दकुत्सायाम्	भ्वा०आ०	01.0710__कासृँ_शब्दकुत्सायाम्	कासाञ्चक्रे। कास्+लिट्। कास्+आम्+लि। कास्+आम्+०। कासाम्+सु। कासाम्+०। कासाम्। कासाम् +कृ+लिट्। कासाम् +कृ+कृ+त। कासाम्+क+कृ+एश्। कासाम्+च+कृ+ए। कासाञ्चक्रे।
3.1.38	31038	ओषाञ्चकार	उष	दाहे	भ्वा०प०		ओषाञ्चकार। उष्+लिट्। उष्+आम्+लि। ओष्+आम्+०। ओषाम्+सु। ओषाम्+०। ओषाम्+कृ+लिट्। ओषाम्+कृ+तिप्। ओषाम्+कृ+कृ+णल्। ओषाम्+क+कार्+अ। ओषाम्+च+कार्+अ। ओषाञ्चकार।
3.1.44	31044	अकार्षीत्	डुकृञ्	करणे		08.0010__डुकृञ्_करणे	अकार्षीत्। कृ+लुङ्। अट्+कृ+चिल+ल्। अ+कृ+सिच्+ तिप्। अ+कृ+स्+ईट्+त्। अ+कार्+ष्+ई+त्। अकार्षीत्।
3.1.45	31045	अधुक्षत्	दुह	प्रपूरणे इस शलन्त, इगुपध	अदा०प०		अधुक्षत्। दुह+लुङ्। अट्+दुह+च्लि+ल। अ+दुह्+क्स+तिप्। अ+दुघ्+स+त्। अ+धुघ्+स+त्। अ+धुक्+ष+त्। अधुक्षत्।
3.1.47	31047	अदर्शत्	दृशिँर्	प्रेक्षणे	भ्वा०प०	01.1143__दृशिँर्_प्रेक्षणे	अदर्शत्। दृश्+लुङ्। अट्+दृश्+च्लि+ल। अ+दृश्+अड्+तिम्। अ+दर्श+अ+त्। अदर्शत्।
3.1.51	31051	ऊनयीत्	ऊन	परिहाणे	चु० उ०		ऊनयीत्। ऊन_परिहाणे 10.430।+णिच्। ऊन्+इ+। ऊनि। ऊनि+लुङ्। ऊनि+च्लि+ल्। ऊन्+सिच्+तिप्। ऊनि+इट्+स्+ईट्+त्। ऊने+इ+०+ई +त्। ऊनयीत्।
3.1.52	31052	पर्यास्थत	असुँ	क्षेपणे	दि०प०	04.0106__असुँ_क्षेपणे	पर्यास्थत। परि+अस्+लुङ्। परि+आट्+अस्+च्लि+। परि+आ+अस्+अङ्+त्। परि+आस्+थुक्+अ+त। परि+आस्+थ्+अ+त। पर्यास्थत।
3.1.60	31060	उदपादि	पदँ	गतौ	दिवा०आ०	04.0065__पदँ_गतौ	उदपादि। उत् +पद्+लुङ्। उत्+अट् +पद्+च्लि+ल्। उत्+अ+पद्+चिण्+त। उत्+अ+पाद्+इ+०। उदपादि।
3.1.68	31068	भवति	भू	सत्तायाम्	भ्वा०प०	01.0001__भू_सत्तायाम्	भवति। भू+लट्। भू+शप्+तिप्। भो+अ+ति। भवति।
3.1.78	31078	रुणद्धि	रुधिर्	आवरणे	रुधा०प०		रुणद्धि। रुध्+लट्। रु श्नम् ध्+ति। रुनध्+धि। रुणद्+धि। रुणद्धि।
3.1.80	31080	धिनोति	धिविँ	प्रीणने	भ्वा०प०	01.0677__धिविँ_प्रीणने	धिनोति। धिन्व+लट्। धिन् अ+उ+ तिप्। धिन्+ओ+ति। धिनोति
3.1.83	31083	मुषाण	मुष्	स्तेये	क्रयादि०प०		मुषाण। मुष्+लोट्। मुष्+श्ना+तिप्। मुष्+शानच्+हि। मुष्+आन+०। मुषाण।
3.1.84	31084	बधान	बध	बन्धने	क्रया०प०		बधान। ब+लोट्। बध्+श्ना+सिप्। बध्+शानच्+हि। बध्+आन+०। बधान।
3.1.84	31084	गृभाय	ग्रह	उपादाने	क्रया०प०		गृभाय। ग्रह+लोट्। ग्रह+श्ना+सिप्। ग्र+शायच्+हि। ग्रह+आय+० गृ भ+आय। गृभाय।
3.1.85	31085	भेदति	भिदिर्	विदारणे	रुधा०प०		भेदति। भिद्+लट्। भिद्+शप्+तिम्। भेद्+अ+ति। भेदति।
3.1.85	31085	मरन्ति	मृङ्	प्राणत्यागे	तुदा०आ०		मरन्ति। मृड्+लट्। मृ+शप्+झि। मृ+अ+अन्ति। मरन्ति। ﻿
3.1.85	31085	नेषतु	णीञ्	प्रापणे	भ्वा० उ०	01.1049__णीञ्_प्रापणे	नेषतु। नी+लोट्। नी+तिप्। नी+सिप्+शप्+तु। ने+स्+अ+तु। नेषतु।
3.1.85	31085	तरुष्म	तृ	प्लवनसन्तरणयो	भ्वा०प०		तरुष्म। तृ+लिङ्। तृ+मस्। तृ+यासुट्+मस्। तृ+उ+यास्+म। तृ+उ+सिप्+यास्+म। तृ+उ+स्+अङ्+यास्+म। तर्+उ+ष्+अ+इय्+म। तरुषेम।
3.1.86	31086	उपस्थेयम्	ष्ठा	गतिनिवृत्तौ	भ्वा०प०	01.1077__ष्ठा_गतिनिवृत्तौ	उपस्थेयम्। उप+स्था+लिङ्। उप+स्था+मिम्। उप+स्था+अड्+ यासुट्+अम्। उप+स्था+अ+यास्+अम्। उप+स्थ्+अ+इय्+अम्। उपस्थेयम्।
3.1.89	31089	दुग्धे	दुह	प्रपूरणे	अदा०प०		दुग्धे। दुह्+लट्। दुह्+शप्+त। दुह्+०+त। दुघ्+ध। दुग्+धे। दुग्धे।
3.1.96	31096	कर्तव्यम्	डुकृञ्	करणे	तनाउ०		कर्तव्यम्। कृ+तव्यत्। कर+तव्य। कर्तव्य+सु। कर्तव्यम्।
3.1.97	31097	गेयम्	गै	शब्दे	भ्वा०प०		गेयम्। गा+यत्। गी+य। गे+य। गेय+स। गेयम्।
3.1.98	31098	शप्यम्	शपँ	आक्रोशे	भ्वा० उ०	01.1155__शपँ_आक्रोशे	शप्यम्। शप्+यत्। शप्+य। शप्य+सु। शप्यम्।
3.1.101	31101	अवद्यम्	वदँ	व्यक्तायां वाचि	भ्वा०प०	01.1164__वदँ_व्यक्तायां_वाचि	अवद्यम्। न+व+यत्। अ+वद्+य। अवद्य+सु। अवद्यम्।
3.1.105	31105	अजर्यम्	जॄष्	वयोहानौ	दिवा०प०	04.0025__जॄष्_वयोहानौ	अजर्यम्। न++यत्। अ+जर+य। अजर्य+सु। अजर्यम्।
3.1.106	31106	ब्रह्मवद्यम्	ब्रह्म	सुबन्त उपपद	भ्वा०प०		ब्रह्मवद्यम्। ब्रह्मन्+ङस्+वद्+यत्। ब्रह्म+वद्+य। ब्रह्मवद्य+सु। ब्रह्मवद्यम्।
3.1.106	31106	ब्रह्मोद्यम्	ब्रह्म	सुबन्त उपपद			ब्रह्मोद्यम्। ब्रह्मन्+ङस्+वद्+क्यम्। ब्रह्मविद्+य। ब्रह्म+उ अ द्+य। ब्रह्म+उद्+य। ब्रह्मोद्य+सु। ब्रह्मोद्यम्।
3.1.107	31107	ब्रह्मभूयम्	भू	सत्तायाम्	भ्वा०प०	01.0001__भू_सत्तायाम्	ब्रह्मभूयम्। ब्रह्मन्+डस्+भू+क्यम्। ब्रह्म+भू+य। ब्रह्मभूय+सु। ब्रह्मभूयम्।
3.1.113	31113	परिमार्ग्य	परि	उपसर्गपूर्वक पूर्वोक्त मृज्			परिमार्ग्य:। परि+मृज्+ण्यत्। परि+मृग्+य। परि+मा+य। परिमार्ग्य+सु। परिमार्ग्य:।
3.1.114	31114	राजसूय	षुञ्	अभिषवे	स्वा०उ०	05.0001__षुञ्_अभिषवे	राजसूय। राजन्+सु+सुञ्+क्यप्। राजन्+सु+य। राज+सू+य। राजसूय+सु। राजसूयः।
3.1.114	31114	(क)	सृ	गतौ	भ्वा०प०	01.1085__सृ_गतौ	(क) सूर्यः। सृ+क्यप्। सृ+य। सुर्+य। सूर्+य। सूर्य+सु। सूर्यः।
3.1.114	31114	मृषोद्यम्	वदँ	व्यक्तायां वाचि	भ्वा०प०	01.1164__वदँ_व्यक्तायां_वाचि	मृषोद्यम्। मृषा+सु+वद्+क्यम्। मृषा+वद्+य। मृषा+उ अ द्+य। मृषा+उ द्+य। मृषोद्य+सु। मृषोद्यम्।
3.1.114	31114	रुच्य	रुचँ	दीप्तावभिप्रीतौ च	भ्वा०आ०	01.0847__रुचँ_दीप्तावभिप्रीतौ_च	रुच्य:। रुच+क्यप्। रुच+य। रुच्य+सु। रुच्यः। रोचते इति रुच्य:।
3.1.114	31114	कुप्यम्	गुपँ	गोपने निन्दायां च	भ्वा०प०	01.1125__गुपँ_गोपने_निन्दायां_च	कुप्यम्। गुप्+क्यप्। गुप्+य। कुप्+य। कुप्य+सु। कुप्यम्।
3.1.114	31114	कृष्टपच्या	डुकृञ्	करणे	भ्वा०प०	08.0010__डुकृञ्_करणे	कृष्टपच्या:। कृष्ट+डि+पच्+क्यप्। कृष्ट+पच्+य। कृष्टपच्य+जस्। कृष्टपच्याः।
3.1.114	31114	अव्यथ्यः	व्यथँ	भयसञ्चलनयोः	भ्वा०आ०	01.0868__व्यथँ_भयसञ्चलनयोः	अव्यथ्यः। न+व्यथ्+क्यम्। अ+व्यथ्+य। अव्यथ्य+सु। अव्यथ्यः।
3.1.115	31115	भिद्य	भिदिँर्	विदारणे	रुधा०प०	07.0002__भिदिँर्_विदारणे	भिद्य:। भिद्+क्यम्। भिद्+य। भिद्य+सु। भिद्यः।
3.1.115	31115	उद्ध्यः	उज्झँ	उत्सर्गे	तु०प०	06.0024__उज्झँ_उत्सर्गे	उद्ध्यः। उज्झ्+क्यप्। उज्+य। उद्ध+य। उद्ध्य+सु। उद्ध्यः।
3.1.124	31124	वाक्यम्	वच	परिभाषणे	अदा०प०		वाक्यम्। वच् + ण्यत्। वच्+य। वाक्+य। वाक्य+सु। वाक्यम्।
3.1.129	31129	पाय्यम्	माङ्	माने शब्दे च	जु०आ०	03.0007__माङ्_माने_शब्दे_च	पाय्यम्। मा+ण्यत्। पा+य। पा+युक्+य। पाय्य+सु। पाय्यम्।
3.1.130	31130	कुण्डपाय्य	पा	पाने	भ्वा०प०	01.1074__पा_पाने	कुण्डपाय्य:। कुण्ड+टा+पा+ण्यत्। कुण्ड+पा+युक्+य। कुण्डपाय्य+सु। कुण्डपाय्यः।
3.1.133	31133	कारकः	डुकृञ्	करणे	तना०उ०	08.0010__डुकृञ्_करणे	कारकः। कृ+ण्वुल्। कृ+वु। कार+अक। कारक+सु। कारकः।
3.1.133	31133	कर्ता	पूर्वोक्त	कृ			कर्ता। कृ+तृच्। कृ+तृ। कर+तृ। कर्तृ+सु। कर्ता।
3.1.134	31134	नन्दन	टुनदिँ	समृद्धौ	भ्वा०आ०	01.0070__टुनदिँ_समृद्धौ	नन्दन:। नन्द + णिच्+ल्यु। नन्द+अन। नन्दन+सु। नन्दनः।
3.1.134	31134	ग्राही	ग्रहँ	उपादाने	क्रया०प०	09.0071__ग्रहँ_उपादाने	ग्राही। ग्रह+ णिनि। ग्राह+इन्। गाहिन्+सु। ग्राही।
3.1.134	31134	पच	डुपचष्	पाकें	भ्वा०आ०		पच:। पच्+अच्। पच्+अ। पच+सु। पचः।
3.1.137	31137	उत्पिब	पा	पाने	भ्वा०प०	01.1074__पा_पाने	उत्पिब:। उत्+पा+श। उत्+पा+शप्+अ। उत्+पिब+अ+अ। उत् + पिब +अ। उत्पिब+ सु। उत्पिब:।
3.1.138	31138	लिम्प	लिप	उपदेहे			लिम्प:। लिप्+श। लिनुम्प्+शप्+अ। लि न् प्+अ+अ। लिम् प्+अ। लिम्प्+अ। लिम्प+सु । लिम्पः।
3.1.139	31139	दद	डुदाञ्	दाने	जु०उ०		दद:। दा+श। दा+शप्+अ। दा+०+अ। दा दा+अ। द द्+अ। दद+सु। ददः।
3.1.139	31139	दाय	पूर्वोक्त	दा			दाय:। दा+ण। दा+युक्+अ। दा+य्+अ। दाय+सु। दायः।
3.1.140	31140	ज्वाल	ज्वलँ	दीप्तौ	भ्वा०प०	01.0916__ज्वलँ_दीप्तौ	ज्वाल:। ज्वल्+ण। ज्वाल्+अ। ज्वाल+अ। ज्वाल+सु। ज्वाल:।
3.2.1	32001	कुम्भकारः	डुकृञ्	करणे	तना० उ०	08.0010__डुकृञ्_करणे	कुम्भकारः। कुम्भ+ङस् +कृ+अण्। कुम्भ+कार्+अ। कुम्भकारः।
3.2.79	32079	उष्ट्रक्रोशी	क्रुशँ	आह्वाने रोदने च	भ्वा०प०	01.0992__क्रुशँ_आह्वाने_रोदने_च	उष्ट्रक्रोशी। [उष्ट्र सुँ + क्रुश् + णिनि]
3.2.80	32080	स्थण्डिलशायी	शीङ्	स्वप्ने	अदा०आ०	02.0026__शीङ्_स्वप्ने	स्थण्डिलशायी।[स्थण्डिल ङि + शी + णिनि]
3.2.107	32107	उपसेदिवान्	उप-उपसर्गपूर्वक	पद्लु विशरणगत्यवसादनेषु	भ्वा०प०		उपसेदिवान्। उप+सद्+लिट्। उप+सद्+क्वसु। सद्+सद्+इट्+वस्। उप+o+से+इ+वस्। उपसेदिवस्+सु। उपसेदिव नुम्स्+स्। उपसेदिवान् स्+स्। उपसेदिवान्।
3.2.109	32109	उपेयिवान्	इण्	गतौ	अदा०प०	02.0040__इण्_गतौ	उपेयिवान्। उप+इण्+लिट्। उप+इ+क्वसु। उप+इ+इ+वस्। अप+ई+इ+इट्+वस्। उप+ई+य्+इ+वस्। उपेयिवस्+सु। उपेयिवनुम्+स्+स्। उपेयिवन् स्+स्। उपेयिवान्स्+०। उपेयिवान्।
3.2.109	32109	उपेयाय	उप-उपसर्गपूर्वक	इण् गतौं	अदा०प०		उपेयाय। उप+इण+लिट। उप+इ+तिम्। उप+इ+णल्। उप+ऐ+अ। उप+आय्+अ। उप+इ+5+अ। उप+इयड्+आय्+अ। उप+इय्+आय्+अ। उपेयाय।
3.2.109	32109	अनाश्वान्	अश्	भोजने	क्रया०प०		अनाश्वान्। अश्+लिट्। अश्+क्वसु। अश्+अश्+वस्। आ+अश्+वस्। आश्वस्+सु। आश्वनुम् स्+स्। आश्वन्स्+स्। आश्वान्स्+०। आश्वान्।
3.2.109	32109	अनूचानः	अनु	उपसर्गपूर्वक वच् परिभाषणे	अदा०प०		अनूचानः। अनु+व+लिट्। अनु+व+कानच्। अनु+व+वच्+आन। अनु+व+उच्+आन। अनु+उ+उच्+आन। अनु+ऊच्+आन। अनूचान+सु। अनूचानः।
3.2.114	32114	भोक्ष्यामहे	अभिज्ञावचन	उपपद	रुधा०आ०		भोक्ष्यामहे। भुज+लृट्। भुज्+स्य+महिङ्। भोज्+स्य+महे। भोग्+स्य+महे। भोक्+ष्या+महे। भोक्ष्यामहे।
3.2.114	32114	अभुङ्ग्महि	अभिज्ञावचन	उपपद			अभुङ्ग्महि। भुज+लङ्। अट्+भुज+महिङ्। अ+भु श्नम् ज्+महि। अ+भु न ज्+महि। अ+भु+महि। अ+भुज+महि। अ+भु+महि। अभुङ्ग्महि।
3.2.117	32117	अगच्छत्	आसन्नकाल	विषयक प्रश्न करने पर परोक्ष अनद्यतन भूतकाल अर्थ	भ्वा०प०		अगच्छत्। गम्+लङ्। अट्+ गम् + तिप्। अट्+गम्+शप्+ति। अ+गच्छ्+अ+त्। अगच्छत्।
3.2.119	32119	ब्रवीति	ब्रूञ्	व्यक्तायां वाचि	अदा०उ०	02.0039__ब्रूञ्_व्यक्तायां_वाचि	ब्रवीति। ब्रू+लट्। ब्रू+तिप्। ब्रू+शप्+इट्+ति। ब्रू+o+ई+ति। ब्रो+ई+ति। ब्र+ई+ति। ब्रवीति।
3.2.121	32121	अकार्षम्	न/नु	शब्द उपपद			अकार्षम्। कृ+लुङ्। अट्+कृ+च्लि+लुङ्। अ+कृ+सिच्+मिप्। अ+कार्+स्+अम्। अ+कार्+ष्+अम्। अकार्षम्।
3.2.122	32122	अवात्सुः	पुरा	शब्द उपपद			अवात्सुः। वस्+लुड्। अट्+वस्+च्लि+लुङ। अ+वस्+सिच्+झि। अ+वस्+स्+जुस्। अ+वास्+स+उस्। अ+वात्+स्+उस्। अवात्सुः।
3.2.122	32122	अवसन्	पुरा	शब्द उपपद			अवसन्। वस्+लड्। अट्+वस्+झि। अ+ वस्+शप्+अन्ति। अ+वस्+अ+अन्त्। अवसन्।
3.2.122	32122	ऊषुः	पुरा	शब्द उपपद			ऊषुः। वस्+लिट्। वस्+झि। वस्+उस्। वस्+वस्+उस्। व+वस्+उस्। उ+उस्+उस्। ऊस्+उस्। ऊषुः।
3.2.124	32124	पचन्तम्	डुपचँष्	पाके	भ्वा०उ०	01.1151__डुपचँष्_पाके	पचन्तम्। पच्+लट्। पच्+शतृ। पच्+शप्+अत्। पच्+अ+अत्। पचत्+अम्। पच नुम् त्+अम्। पचन्त्+अम्। पचन्तम्।
3.2.124	32124	पचमानम्	पूर्वोक्त	पच्			पचमानम्। पच्+लट्। पच्+शानच्। पच्+शप्+आन। पच्+अ+मुक्+आन। पच्+अ+म+आन। पचमान+अम्। पचमानम्।
3.2.125	32125	पचन्	सम्बोधन	विषय			पचन्। पच्+लट्। पच्+शतृ। पच्+शप्+अत्। पच्+अ+अत्। पचत्+सु। पचनुमत्+सु। पचन्त्+सु। पचन्।
3.2.126	32126	तिष्ठन्तः	ष्ठा	गतिनिवृत्तौ	भ्वा०प०	01.1077__ष्ठा_गतिनिवृत्तौ	तिष्ठन्तः। स्था+शतृ। स्था+शप्+अत्। तिष्ठ+अ+अत्। तिष्ठत्+जस्। तिष्ठ नुम् त्+अस्। तिष्ठ+न् त्+अस्। तिष्ठन्तः।
3.2.126	32126	शयाना	लक्षणविषय	में शीङ् स्वप्ने	अदा०आ०		शयाना:। शीङ् + शानच्। शी+शप्+आन। शी+आन। शे+आन। शयान+जस्। शयानाः।
3.2.126	32126	अर्जयन्	हेतु	विषय	चु०उ०		अर्जयन्। अर्जु+णिच्। अर्ज्+इ। अर्जि+शतृ। अर्जि+शप्+अत्। अर्जि+अ+अत्। अर्जे+अ+अत्। अर्जयत्+सु। अर्जयनुमृत्+सु। अर्जयन्त्+सु। अर्जयन्त्+०। अर्जयन्।
3.2.126	32126	अधीयान	हेतु	विषय	अदा०आ०		अधीयान:। अधि+इड्+शानच्। अधि+इ+शप्+आन। अधि+इ+o+आन। अधि+इयड्+आन। अधि+इय्+आन। अधीयान+सु। अधीयानः।
3.2.127	32127	कुर्वन्	वर्तमान		तु उ०		कुर्वन्। कृ+लट्। कृ+शतृ। कृ+उ+अत्। कर+उ+अत्। कुर्+उ+अत्। कुर्वत्+सु। कुर्वनुम्त्+सु। कुर्वन्त्+सु। कुर्वन्।
3.2.127	32127	ब्राह्मणस्य	वर्तमानकाल	में विहित लट् प्रत्यय			ब्राह्मणस्य कुर्वाणः। कृ+लट्। कृ+शानच्। कृ+उ+आन। कर+उ+आन। कुर्++आन। कुर्वाण+सु। कुर्वाणः।
3.2.127	32127	ब्राह्मणस्य	भविष्यत्काल	में			ब्राह्मणस्य करिष्यन्। कृ+लृट्। कृ+शतृ। कृ+स्य+अत्। कृ+इट्+स्य+अत्। कर्+इ+ष्य+अत्। करिष्यत्+सु। करिष्यनुम्त्+सु। करिष्यन्त्+सु। करिष्यन्।
3.2.127	32127	ब्राह्मणस्य	भविष्यत्काल	में			ब्राह्मणस्य करिष्यमाणः। कृ+लृट्। कृ+ शानच्। कृ+स्य+आन ! कृ+इट्+स्य+आन। कर्+इ+ष्य+मुक्+आन। करिष्यमाण+सु। करिष्यमाणः।
3.2.130	32130	अधीयन्	इङ्	अध्ययने	अदा०आ०	02.0041__इङ्_अध्ययने	अधीयन्। अधि+इड्+शतृ। अधि+इ+अत्। अधि+इ+o+अत्। अधि+इयङ्+अत्। अधीयत्+सु। अधीय नुम् त्+सु। अधीयन्त्+सु। अधीयन्।
3.2.135	32135	कर्ता	डुकृञ्	करणे	तना०उ०	08.0010__डुकृञ्_करणे	कर्ता। कृ+तृन्। कर+तृ। कर्तृ+सु। क अनङ्+सु। कर्तन्+सु। कर्तान्+सु। कर्तान्+०। कर्ता+०। कर्ता।
3.2.135	32135	मुण्डयितारः	प्रथम	मुण्ड			मुण्डयितारः। मुण्डि+तृन्। मुण्डि+इट्+तृ। मुण्डे+इ+तृ। मुण्डयितृ+जस्। मुण्डयितार् + अस्। मुण्डयितारः।
3.2.137	32137	धारयिष्णवः	धृङ्	अवस्थाने	तु०आ०		धारयिष्णवः। धृड्+णिच्। धार+इ। धारि+इष्णुच्। धार्+अय्+इष्णु। धारयिष्णु+जस्। धारयिष्णवः।
3.2.141	32141	शमी	शमु	उपशमें	दि०प०		शमी। शम्+घिनुण्। शम्+इन्। शमिन्+सु। शमीन्+सु। शमी।
3.2.150	32150	चक्रमण	प्रथम	क्रमु पादविक्षेपे	दि०प०		चक्रमण:। क्रम्+यङ्। क्रम्+क्रम्+य। क+क्रम्+य। क नुक्+क्रम्+य। च न्+क्रम्+य। चक्रम्+य। चड्+क्रम्+य। चक्रम्य+युच्। चक्रम्य्+अन। चक्रम्+अण। चङ्क्रमण+सु। चङ्क्रमणः।
3.2.158	32158	स्पृहयालुः	स्पृह	ईप्सायाम्	चु०उ०		स्पृहयालुः। स्पृहि+आलुच्। स्पृह् अय्+आलु। स्पृहयालु+सु। स्पृहयालुः।
3.2.166	32166	यायजूकः	प्रथम	यज देवपूजासंगतिकरणदानेषु	भ्वा०उ०		यायजूकः। यज्+यङ्। यज्+यज्+य। य+यज्+य। यायज्य+ऊक। यायज्य्+ऊक। याया+ऊक। यायजूक+सु। यायजूकः।
3.2.180	32180	विभुः	भू	सत्तायाम्	भ्वा०प०	01.0001__भू_सत्तायाम्	विभुः। वि+भू+डु। वि+भ+उ। विभु+सु। विभुः।
3.2.181	32181	धात्री	धेट	पाने	भ्वा०प०		धात्री। धा+ष्ट्रन्। धा+त्र। धात्र+डीए। धात्र+ई। धात्री+सु। धात्री।
3.2.187	32187	मिन्न	जिमिदा	स्नेहने इस जीत्	भ्वा०आ०		मिन्न:। मिद्+क्त। मिद्+त। मिन्+न। मिन्न+सु। मिन्नः।
3.3.1	33001	कारुः	डुकृञ्	करणे		08.0010__डुकृञ्_करणे	कारुः। कृ+उण्। कार्+उ। कारु+सु। कारुः।
3.3.1	33001	वायुः	वा	गतिगन्धनयो:	अदा०प०		वायुः। वा+उण्। वा+युक्+उ। वायु+सु। वायुः।
3.3.1	33001	जायु	जि	जये पूर्ववत् वृद्धि होती है	भ्वा०प०		जायु:। जि+उण्। जै+उ। जायु+सु। जायुः।
3.3.2	33002	वर्त्म	वतु	वर्तने	भ्वा०आ०		वर्त्म। वृत्+मनिन्। वर्त+मन्। वमन्+सु। वर्त्म।
3.3.3	33003	गमी	गम्ल	गतौ	भ्वा०प०		गमी। गम्+इनि। गम्+इन्। गमिन्+सु। गमीन्+सु। गमीन्+०। गमी।
3.3.4	33004	भुङ्क्ते	भुज	पालनाभ्यवहारयोः	रुधा०प०		भुङ्क्ते। भुज+लट्। भु+त्। भु श्नम् ज्+ते। भुज्+ते। भुज्+ते। भ-ग्+ते। भुक्+ते। भुङ्क्+ते। भुङ्क्ते।
3.3.5	33005	भोक्ष्यते	पूर्वोक्त	भुज			भोक्ष्यते। भुज्+लृट्। भुज्+स्य+त। भोज्+स्य+ते। भोग्+स्य+ते। भोक्ष्य+ते। भोक्ष्यते।
3.3.5	33005	भोक्ता	पूर्वोक्त	भुज्			भोक्ता। भुज+लुट्। भुज+तास्+त। भुज्+तास्+डा। भु+त्+आ। भोज+त्+आ। भोग्+त्+आ। भोक्+त्+आ। भोक्ता।
3.3.11	33011	पाक	पचि	क्रिया	भ्वा० उ०		पाक:। पच्+घञ्। पच्+अ। पक्+अ। पाक्+अ। पाक+सु। पाकः।
3.3.13	33013	करिष्यामि	डुकृञ्	करणे	तना०उ०	08.0010__डुकृञ्_करणे	करिष्यामि। कृ+लुट्। कृ+स्य+मिप्। कृ+इट्+स्य+मि। कर+इष्य+मि। करिष्यामि।
3.3.14	33014	करिष्यन्	डुकृञ्	करणे	तनाउ०		करिष्यन्। कृ+लुट्। कृ+शतृ। कृ+स्य+अत्। कृ+इट्+स्य+अत्। कर+इष्य+अनुमत्। करिष्य+अन्त्। करिष्यन्+सु। करिष्यन्+०। करिष्यन्।
3.3.14	33014	करिष्यमाणः	पूर्वोक्त	कृ			करिष्यमाणः। कृ+लट्। कृ+शानच्। कृ+स्य+आन। कृ+इट्+स्य+मुक्+आन। कर+इष्य+म्+आण। करिष्यमाण+सु। करिष्यमाणः।
3.3.15	33015	कर्ता	डुकृञ्	करणे		08.0010__डुकृञ्_करणे	कर्ता। कृ+लुट्। कृ+तास्+ तिप्। कृ+तास्+डा। कृ+त्+आ। कर्+त्+आ। कर्ता। ३०७
3.3.15	33015	भोक्ता	भुज	पालनाभ्यवहारयो	रुधा०आ०		भोक्ता। भुज्+लुट्। भुज्+तास्+त। भुज्+तास्+डा। भुज्+त्+आ। भुग्+ता। भुक्+ता। भोक्+ता। भोक्ता।
3.3.16	33016	पाद	पद	गतौ	दि०आ०		पाद:। पद्+घञ्। पाद्+अ। पाद+सु। पाद:।
3.3.18	33018	पाक	डुपचष्	पाके	भ्वा०उ०		पाक:। पच्+घञ्। पक्+अ। पाक्+अ। पाक+सु। पाकः।
3.3.18	33018	राग	रज	रागे । घनि च भावकरणयोः	भ्वा०उ०		राग:। रज्+घञ्। रज्+अ। रग्+अ। राग+अ। राग+सु। रागः।
3.3.19	33019	प्रासः	असु	क्षेपणे	दि०प०		प्रासः। प्र+अस्+घञ्। प्र+आस्+अ। प्रास+सु। प्रासः।
3.3.19	33019	प्रसेवः	प्र	उपसर्गपूर्वक षिवु तन्तुसन्ताने	दि०प०		प्रसेवः। प्र+सिव्+घञ्। प्र+सेक्+अ। प्रसेव+सु। प्रसेवः।
3.3.19	33019	आहारः	आङ्	उपसर्गपूर्वक हर हरणे	भ्वा०उ०		आहारः। आङ्+ह+घञ्। आ+हार्+अ। आहार+सु। आहारः।
3.3.20	33020	निश्चाय	निस्	उपसर्गपूर्वक चिञ् चयनें	स्वा०उ०		निश्चाय:। निस्+चि+घञ्। निस्+चै+अ। निश्चाय+सु। निश्चाय:।
3.3.20	33020	निष्पावः	निस्	उपसर्गपूर्वक पूञ पवने	क्रया० उ०		निष्पावः। निस्+पू+घञ्। निस्+पौ+अ। निः+पाव्+अ। निष्+पाव। निष्पाव+सु। निष्पावः।
3.3.21	33021	अध्याय	नित्य	अधि उपसर्गपूर्वक इङ् अध्ययने	अ०दा०		अध्याय:। अधि+इड्+घञ्। अधि+ऐ+अ। अधि+आय्+अ। अध्य्+आय। अध्याय+सु। अध्याय:।
3.3.22	33022	संरावः	सम्	उपसर्गपूर्वक रु	अदा०प०		संरावः। सम् + रु+घञ्। सग्+रौ +अ। सम्+राव्+अ। संराव+सु। संरावः।
3.3.23	33023	संयावः	सम्	उपसर्गपूर्वक यु मिश्रणेऽमिश्रणे च	अदा०प०		संयावः। सम्+यु+घञ्। सम्+यो+अ। सम्+या+अ। संयाव+सु। संयावः।
3.3.24	33024	श्राय	उपसर्गरहित	श्रियं	भ्वा०उ०		श्राय:। श्रि+घञ्। श्रे+अ। श्राय+अ। श्राय+सु। श्रायः।
3.3.25	33025	विक्षावः	वि	उपसर्गपूर्वक टुक्षु	अदा०प०		विक्षावः। वि+क्षु+घञ्। वि+क्षौ+अ। वि+क्षाव्+अ। विक्षाव+सु। विक्षाव:।
3.3.26	33026	अवनायः	णीञ्	प्रापणे	भ्वा०उ०	01.1049__णीञ्_प्रापणे	अवनायः। अव+नी+घञ्। अव+नै+अ। अव+वाय+अ। अवनाय+सु। अवनायः।
